Conference,Year,DOI,Author,AuthorOrder,AuthorOrderRank,CareerAge,CumPaper
InfoVis,1998,10.1109/INFVIS.1998.729554,jeffrey l. korn,1,First,3,1
InfoVis,1998,10.1109/INFVIS.1998.729554,andrew w. appel,2,Last,14,1
InfoVis,1998,10.1109/INFVIS.1998.729555,chang-sung jeong,1,First,8,1
InfoVis,1998,10.1109/INFVIS.1998.729555,alex t. pang,2,Last,9,5
InfoVis,1998,10.1109/INFVIS.1998.729556,graham j. wills,1,First,6,3
InfoVis,1998,10.1109/INFVIS.1998.729557,mei c. chuah,1,First,5,4
InfoVis,1998,10.1109/INFVIS.1998.729558,alan keahey,1,First,3,3
InfoVis,1998,10.1109/INFVIS.1998.729559,mihael ankerst,1,First,4,2
InfoVis,1998,10.1109/INFVIS.1998.729559,stefan berchtold,2,Middle,5,1
InfoVis,1998,10.1109/INFVIS.1998.729559,daniel a. keim,3,Last,8,4
InfoVis,1998,10.1109/INFVIS.1998.729561,yoram moses,1,First,15,1
InfoVis,1998,10.1109/INFVIS.1998.729561,zvi polunsky,2,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729561,ayellet tal,3,Middle,6,4
InfoVis,1998,10.1109/INFVIS.1998.729561,leonid ulitsky,4,Last,1,1
InfoVis,1998,10.1109/INFVIS.1998.729562,thomas c. sprenger,1,First,2,2
InfoVis,1998,10.1109/INFVIS.1998.729562,markus h. gross,2,Middle,9,4
InfoVis,1998,10.1109/INFVIS.1998.729562,daniel bielser,3,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729562,t. strasser,4,Last,1,1
InfoVis,1998,10.1109/INFVIS.1998.729563,alan m. maceachren,1,First,1,1
InfoVis,1998,10.1109/INFVIS.1998.729563,francis p. boscoe,2,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729563,daniel haug,3,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729563,linda pickle,4,Last,1,1
InfoVis,1998,10.1109/INFVIS.1998.729564,stephan m. kerpedjiev,1,First,9,1
InfoVis,1998,10.1109/INFVIS.1998.729564,giuseppe carenini,2,Middle,9,1
InfoVis,1998,10.1109/INFVIS.1998.729564,nancy l. green,3,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729564,johanna d. moore,4,Middle,16,1
InfoVis,1998,10.1109/INFVIS.1998.729564,steven f. roth,5,Last,13,5
InfoVis,1998,10.1109/INFVIS.1998.729565,barry g. becker,1,First,6,4
InfoVis,1998,10.1109/INFVIS.1998.729566,marc d. hansen,1,First,1,1
InfoVis,1998,10.1109/INFVIS.1998.729566,doanna meads,2,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729566,alex t. pang,3,Last,9,6
InfoVis,1998,10.1109/INFVIS.1998.729567,toshiyuki masui,1,First,13,1
InfoVis,1998,10.1109/INFVIS.1998.729568,randall m. rohrer,1,First,2,1
InfoVis,1998,10.1109/INFVIS.1998.729568,john l. sibert,2,Middle,17,1
InfoVis,1998,10.1109/INFVIS.1998.729568,david s. ebert,3,Last,9,3
InfoVis,1998,10.1109/INFVIS.1998.729569,min song,1,First,2,1
InfoVis,1998,10.1109/INFVIS.1998.729570,elizabeth g. hetzler,1,First,2,1
InfoVis,1998,10.1109/INFVIS.1998.729570,paul whitney,2,Middle,2,1
InfoVis,1998,10.1109/INFVIS.1998.729570,lou martucci,3,Middle,1,1
InfoVis,1998,10.1109/INFVIS.1998.729570,james j. thomas,4,Last,24,2
Vis,1998,10.1109/VISUAL.1998.745280,renato pajarola,1,First,3,1
Vis,1998,10.1109/VISUAL.1998.745281,jianyun chai,1,First,4,1
Vis,1998,10.1109/VISUAL.1998.745281,takaharu miyoshi,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745281,eihachiro nakamae,3,Last,17,1
Vis,1998,10.1109/VISUAL.1998.745282,hugues hoppe,1,First,7,1
Vis,1998,10.1109/VISUAL.1998.745283,leila de floriani,1,First,17,2
Vis,1998,10.1109/VISUAL.1998.745283,paola magillo,2,Middle,6,2
Vis,1998,10.1109/VISUAL.1998.745283,enrico puppo,3,Last,11,2
Vis,1998,10.1109/VISUAL.1998.745284,chandrajit l. bajaj,1,First,14,3
Vis,1998,10.1109/VISUAL.1998.745284,valerio pascucci,2,Middle,6,2
Vis,1998,10.1109/VISUAL.1998.745284,daniel schikore,3,Last,6,2
Vis,1998,10.1109/VISUAL.1998.745285,paolo cignoni,1,First,6,1
Vis,1998,10.1109/VISUAL.1998.745285,claudio montani,2,Middle,15,2
Vis,1998,10.1109/VISUAL.1998.745285,roberto scopigno,3,Middle,10,2
Vis,1998,10.1109/VISUAL.1998.745285,claudio rocchini,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745286,marek teichmann,1,First,5,1
Vis,1998,10.1109/VISUAL.1998.745286,michael v. capps,2,Last,3,1
Vis,1998,10.1109/VISUAL.1998.745287,georges-pierre bonneau,1,First,8,2
Vis,1998,10.1109/VISUAL.1998.745287,alexandre gerussi,2,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745288,deborah silver,1,First,11,5
Vis,1998,10.1109/VISUAL.1998.745288,xin wang,2,Last,8,2
Vis,1998,10.1109/VISUAL.1998.745289,chris henze,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745290,chi-keung tang,1,First,4,1
Vis,1998,10.1109/VISUAL.1998.745290,gérard g. medioni,2,Last,18,3
Vis,1998,10.1109/VISUAL.1998.745291,yingmei lavin,1,First,2,2
Vis,1998,10.1109/VISUAL.1998.745291,rajesh batra,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745291,lambertus hesselink,3,Last,10,7
Vis,1998,10.1109/VISUAL.1998.745292,christopher g. healey,1,First,4,3
Vis,1998,10.1109/VISUAL.1998.745292,james t. enns,2,Last,4,1
Vis,1998,10.1109/VISUAL.1998.745293,henrik weimer,1,First,5,1
Vis,1998,10.1109/VISUAL.1998.745293,joe d. warren,2,Middle,16,1
Vis,1998,10.1109/VISUAL.1998.745293,jane troutner,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745293,wendell wiggins,4,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745293,john shrout,5,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745294,david h. laidlaw,1,First,13,1
Vis,1998,10.1109/VISUAL.1998.745294,eric t. ahrens,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745294,david kremers,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745294,matthew j. avalos,4,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745294,russell e. jacobs,5,Middle,9,1
Vis,1998,10.1109/VISUAL.1998.745294,carol readhead,6,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745295,xiaoyang mao,1,First,13,3
Vis,1998,10.1109/VISUAL.1998.745295,yuji hatanaka,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745295,hidenori higashida,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745295,atsumi imamiya,4,Last,2,1
Vis,1998,10.1109/VISUAL.1998.745296,martin roth,1,First,3,2
Vis,1998,10.1109/VISUAL.1998.745296,ronald peikert,2,Last,12,2
Vis,1998,10.1109/VISUAL.1998.745297,david n. kenwright,1,First,7,5
Vis,1998,10.1109/VISUAL.1998.745298,han-wei shen,1,First,5,5
Vis,1998,10.1109/VISUAL.1998.745299,yi-jen chiang,1,First,8,2
Vis,1998,10.1109/VISUAL.1998.745299,cláudio t. silva,2,Middle,5,6
Vis,1998,10.1109/VISUAL.1998.745299,william j. schroeder,3,Last,8,7
Vis,1998,10.1109/VISUAL.1998.745300,yarden livnat,1,First,3,4
Vis,1998,10.1109/VISUAL.1998.745300,charles d. hansen,2,Last,12,5
Vis,1998,10.1109/VISUAL.1998.745301,daniel a. keim,1,First,8,5
Vis,1998,10.1109/VISUAL.1998.745301,annemarie herrmann,2,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745302,nancy e. miller,1,First,12,1
Vis,1998,10.1109/VISUAL.1998.745302,pak chung wong,2,Middle,5,5
Vis,1998,10.1109/VISUAL.1998.745302,mary brewster,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745302,harlan foote,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745303,donald h. house,1,First,7,1
Vis,1998,10.1109/VISUAL.1998.745303,christopher j. kocmoud,2,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745304,klaus kremer,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745305,voicu popescu,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745305,anselmo lastra,2,Middle,11,2
Vis,1998,10.1109/VISUAL.1998.745305,daniel g. aliaga,3,Middle,8,3
Vis,1998,10.1109/VISUAL.1998.745305,manuel menezes de oliveira neto,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745306,kay a. robbins,1,First,10,1
Vis,1998,10.1109/VISUAL.1998.745306,david m. senseman,2,Last,11,1
Vis,1998,10.1109/VISUAL.1998.745307,robert van liere,1,First,12,2
Vis,1998,10.1109/VISUAL.1998.745307,jan harkes,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745307,wim c. de leeuw,3,Last,6,3
Vis,1998,10.1109/VISUAL.1998.745309,klaus mueller,1,First,3,4
Vis,1998,10.1109/VISUAL.1998.745309,roger crawfis,2,Last,8,9
Vis,1998,10.1109/VISUAL.1998.745310,lichan hong,1,First,5,7
Vis,1998,10.1109/VISUAL.1998.745310,arie e. kaufman,2,Last,23,19
Vis,1998,10.1109/VISUAL.1998.745311,ulf tiede,1,First,14,2
Vis,1998,10.1109/VISUAL.1998.745311,thomas schiemann,2,Middle,7,2
Vis,1998,10.1109/VISUAL.1998.745311,karl heinz höhne,3,Last,22,2
Vis,1998,10.1109/VISUAL.1998.745312,michael garland,1,First,3,1
Vis,1998,10.1109/VISUAL.1998.745312,paul s. heckbert,2,Last,17,1
Vis,1998,10.1109/VISUAL.1998.745313,meenakshisundaram gopi,1,First,5,1
Vis,1998,10.1109/VISUAL.1998.745313,dinesh manocha,2,Last,9,3
Vis,1998,10.1109/VISUAL.1998.745314,peter lindstrom,1,First,4,2
Vis,1998,10.1109/VISUAL.1998.745314,greg turk,2,Last,15,1
Vis,1998,10.1109/VISUAL.1998.745315,issac j. trotts,1,First,2,2
Vis,1998,10.1109/VISUAL.1998.745315,bernd hamann,2,Middle,9,6
Vis,1998,10.1109/VISUAL.1998.745315,kenneth i. joy,3,Middle,13,2
Vis,1998,10.1109/VISUAL.1998.745315,david f. wiley,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745316,ed boring,1,First,3,2
Vis,1998,10.1109/VISUAL.1998.745316,alex t. pang,2,Last,9,7
Vis,1998,10.1109/VISUAL.1998.745317,anton l. fuhrmann,1,First,2,2
Vis,1998,10.1109/VISUAL.1998.745317,m. eduard gröller,2,Last,8,3
Vis,1998,10.1109/VISUAL.1998.745318,gregory m. nielson,1,First,15,7
Vis,1998,10.1109/VISUAL.1998.745318,il-hong jung,2,Middle,5,2
Vis,1998,10.1109/VISUAL.1998.745318,junwon sung,3,Last,5,3
Vis,1998,10.1109/VISUAL.1998.745319,shiaofen fang,1,First,11,2
Vis,1998,10.1109/VISUAL.1998.745319,tom biddlecome,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745319,mihran tuceryan,3,Last,10,1
Vis,1998,10.1109/VISUAL.1998.745320,andrew j. hanson,1,First,15,9
Vis,1998,10.1109/VISUAL.1998.745320,eric a. wernert,2,Last,2,2
Vis,1998,10.1109/VISUAL.1998.745321,christoph lürig,1,First,2,2
Vis,1998,10.1109/VISUAL.1998.745321,thomas ertl,2,Last,10,4
Vis,1998,10.1109/VISUAL.1998.745322,david cline,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745322,parris k. egbert,2,Last,7,1
Vis,1998,10.1109/VISUAL.1998.745323,jurriaan d. mulder,1,First,4,2
Vis,1998,10.1109/VISUAL.1998.745323,frans c. a. groen,2,Middle,22,1
Vis,1998,10.1109/VISUAL.1998.745323,jarke j. van wijk,3,Last,16,8
Vis,1998,10.1109/VISUAL.1998.745324,wim c. de leeuw,1,First,6,4
Vis,1998,10.1109/VISUAL.1998.745324,robert van liere,2,Last,12,3
Vis,1998,10.1109/VISUAL.1998.745325,yair kurzion,1,First,5,2
Vis,1998,10.1109/VISUAL.1998.745325,torsten möller,2,Middle,3,3
Vis,1998,10.1109/VISUAL.1998.745325,roni yagel,3,Last,9,12
Vis,1998,10.1109/VISUAL.1998.745326,andrew j. hanson,1,First,15,10
Vis,1998,10.1109/VISUAL.1998.745327,andré guéziec,1,First,7,1
Vis,1998,10.1109/VISUAL.1998.745327,gabriel taubin,2,Middle,11,1
Vis,1998,10.1109/VISUAL.1998.745327,francis lazarus,3,Middle,6,1
Vis,1998,10.1109/VISUAL.1998.745327,william p. horn,4,Last,10,1
Vis,1998,10.1109/VISUAL.1998.745328,axel friedrich,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745328,konrad polthier,2,Middle,6,1
Vis,1998,10.1109/VISUAL.1998.745328,markus schmies,3,Last,2,1
Vis,1998,10.1109/VISUAL.1998.745329,oliver g. staadt,1,First,4,3
Vis,1998,10.1109/VISUAL.1998.745329,markus h. gross,2,Last,9,5
Vis,1998,10.1109/VISUAL.1998.745330,lloyd treinish,1,First,8,7
Vis,1998,10.1109/VISUAL.1998.745331,leslie keely,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745331,samuel p. uselton,2,Last,22,2
Vis,1998,10.1109/VISUAL.1998.745332,qin shen,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745332,alex t. pang,2,Middle,9,8
Vis,1998,10.1109/VISUAL.1998.745332,samuel p. uselton,3,Last,22,3
Vis,1998,10.1109/VISUAL.1998.745333,i. ari sadarjoen,1,First,5,2
Vis,1998,10.1109/VISUAL.1998.745333,frits h. post,2,Middle,13,4
Vis,1998,10.1109/VISUAL.1998.745333,bing ma,3,Middle,3,1
Vis,1998,10.1109/VISUAL.1998.745333,david c. banks,4,Middle,5,7
Vis,1998,10.1109/VISUAL.1998.745333,hans-georg pagendarm,5,Last,6,5
Vis,1998,10.1109/VISUAL.1998.745334,johanna e. van der heyden,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745334,sheelagh carpendale,2,Middle,3,3
Vis,1998,10.1109/VISUAL.1998.745334,kevin b. inkpen,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745334,m. stella atkins,4,Last,26,1
Vis,1998,10.1109/VISUAL.1998.745335,frans vos,1,First,6,1
Vis,1998,10.1109/VISUAL.1998.745335,hans j. w. spoelder,2,Last,10,2
Vis,1998,10.1109/VISUAL.1998.745336,kevin montgomery,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745336,michael stephanides,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745336,stephen schendel,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745336,muriel ross,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745337,enrico gobbetti,1,First,7,1
Vis,1998,10.1109/VISUAL.1998.745337,piero pili,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745337,antonio zorcolo,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745337,massimiliano tuveri,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745338,sami khoury,1,First,2,1
Vis,1998,10.1109/VISUAL.1998.745338,adrian freed,2,Middle,17,1
Vis,1998,10.1109/VISUAL.1998.745338,david wessel,3,Last,22,1
Vis,1998,10.1109/VISUAL.1998.745339,m. l. lantin,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745339,sheelagh carpendale,2,Last,3,4
Vis,1998,10.1109/VISUAL.1998.745340,nelson l. max,1,First,24,8
Vis,1998,10.1109/VISUAL.1998.745341,dru clark,1,First,2,2
Vis,1998,10.1109/VISUAL.1998.745341,richard marciano,2,Middle,8,1
Vis,1998,10.1109/VISUAL.1998.745341,rosemarie mckeon,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745341,michael j. bailey,4,Last,35,5
Vis,1998,10.1109/VISUAL.1998.745342,douglass davis,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745342,william ribarsky,2,Middle,6,3
Vis,1998,10.1109/VISUAL.1998.745342,nickolas faust,3,Middle,4,2
Vis,1998,10.1109/VISUAL.1998.745342,tian-yue jiang,4,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745344,jim durbin,1,First,4,2
Vis,1998,10.1109/VISUAL.1998.745344,j. edward swan,2,Middle,2,2
Vis,1998,10.1109/VISUAL.1998.745344,brad colbert,3,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745344,john crowe,4,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745344,rob king,5,Middle,19,1
Vis,1998,10.1109/VISUAL.1998.745344,tony king,6,Middle,7,1
Vis,1998,10.1109/VISUAL.1998.745344,christopher scannell,7,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745344,zachary wartell,8,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745344,terry welsh,9,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745345,hong ma,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745345,keith w. jones,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745345,eric a. stern,3,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745346,allen mcpherson,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745346,mathew maltrud,2,Last,1,1
Vis,1998,10.1109/VISUAL.1998.745347,peter a. rona,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745347,karen g. bemis,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745347,deepak r. kenchammana-hosekote,3,Middle,5,1
Vis,1998,10.1109/VISUAL.1998.745347,deborah silver,4,Last,11,6
Vis,1998,10.1109/VISUAL.1998.745348,paul chapman,1,First,1,1
Vis,1998,10.1109/VISUAL.1998.745348,peter stevens,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745348,derek wills,3,Middle,4,1
Vis,1998,10.1109/VISUAL.1998.745348,graham r. brookes,4,Last,12,1
Vis,1998,10.1109/VISUAL.1998.745349,elisha sacks,1,First,14,1
Vis,1998,10.1109/VISUAL.1998.745349,leo joskowicz,2,Last,12,1
Vis,1998,10.1109/VISUAL.1998.745350,marco lanzagorta,1,First,2,1
Vis,1998,10.1109/VISUAL.1998.745350,milo v. kral,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745350,j. edward swan,3,Middle,2,3
Vis,1998,10.1109/VISUAL.1998.745350,george spanos,4,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745350,robert rosenberg,5,Middle,3,2
Vis,1998,10.1109/VISUAL.1998.745350,eddy kuo,6,Last,2,1
Vis,1998,10.1109/VISUAL.1998.745351,clifford a. shaffer,1,First,16,1
Vis,1998,10.1109/VISUAL.1998.745351,duane l. knill,2,Middle,1,1
Vis,1998,10.1109/VISUAL.1998.745351,layne t. watson,3,Last,21,1
InfoVis,1999,10.1109/INFVIS.1999.801851,jarke j. van wijk,1,First,17,9
InfoVis,1999,10.1109/INFVIS.1999.801851,edward r. van selow,2,Last,1,1
InfoVis,1999,10.1109/INFVIS.1999.801852,chris stolte,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801852,robert bosch,2,Middle,1,1
InfoVis,1999,10.1109/INFVIS.1999.801852,pat hanrahan,3,Middle,17,2
InfoVis,1999,10.1109/INFVIS.1999.801852,mendel rosenblum,4,Last,11,1
InfoVis,1999,10.1109/INFVIS.1999.801853,ed h. chi,1,First,5,5
InfoVis,1999,10.1109/INFVIS.1999.801853,stuart k. card,2,Last,20,2
InfoVis,1999,10.1109/INFVIS.1999.801854,benjamin b. bederson,1,First,8,1
InfoVis,1999,10.1109/INFVIS.1999.801854,angela boltman,2,Last,2,1
InfoVis,1999,10.1109/INFVIS.1999.801855,kerry rodden,1,First,3,1
InfoVis,1999,10.1109/INFVIS.1999.801855,wojciech basalaj,2,Middle,1,1
InfoVis,1999,10.1109/INFVIS.1999.801855,david sinclair,3,Middle,10,1
InfoVis,1999,10.1109/INFVIS.1999.801855,kenneth r. wood,4,Last,9,1
InfoVis,1999,10.1109/INFVIS.1999.801856,octavio juarez espinosa,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801856,chris hendrickson,2,Middle,16,1
InfoVis,1999,10.1109/INFVIS.1999.801856,james h. garrett jr.,3,Last,14,1
InfoVis,1999,10.1109/INFVIS.1999.801857,staffan björk,1,First,2,1
InfoVis,1999,10.1109/INFVIS.1999.801857,lars erik holmquist,2,Middle,3,1
InfoVis,1999,10.1109/INFVIS.1999.801857,johan redström,3,Last,1,1
InfoVis,1999,10.1109/INFVIS.1999.801858,ying-huey fua,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801858,matthew o. ward,2,Middle,18,5
InfoVis,1999,10.1109/INFVIS.1999.801858,elke a. rundensteiner,3,Last,12,1
InfoVis,1999,10.1109/INFVIS.1999.801859,richard m. wilson 0002,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801859,r. daniel bergeron,2,Last,28,7
InfoVis,1999,10.1109/INFVIS.1999.801860,jarke j. van wijk,1,First,17,10
InfoVis,1999,10.1109/INFVIS.1999.801860,huub van de wetering,2,Last,4,1
InfoVis,1999,10.1109/INFVIS.1999.801861,hidekazu shiozawa,1,First,3,1
InfoVis,1999,10.1109/INFVIS.1999.801861,ken-ichi okada,2,Middle,10,1
InfoVis,1999,10.1109/INFVIS.1999.801861,yutaka matsushita,3,Last,28,1
InfoVis,1999,10.1109/INFVIS.1999.801862,mark derthick,1,First,13,2
InfoVis,1999,10.1109/INFVIS.1999.801862,james harrison,2,Middle,1,1
InfoVis,1999,10.1109/INFVIS.1999.801862,andrew moore,3,Middle,3,1
InfoVis,1999,10.1109/INFVIS.1999.801862,steven f. roth,4,Last,14,6
InfoVis,1999,10.1109/INFVIS.1999.801863,james k. rayson,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801864,michael higgins,1,First,3,1
InfoVis,1999,10.1109/INFVIS.1999.801864,peter lucas 0002,2,Middle,6,2
InfoVis,1999,10.1109/INFVIS.1999.801864,jeffrey senn,3,Last,4,2
InfoVis,1999,10.1109/INFVIS.1999.801865,alfred inselberg,1,First,15,3
InfoVis,1999,10.1109/INFVIS.1999.801865,tova avidan,2,Last,1,1
InfoVis,1999,10.1109/INFVIS.1999.801866,pak chung wong,1,First,6,6
InfoVis,1999,10.1109/INFVIS.1999.801866,paul whitney,2,Middle,3,2
InfoVis,1999,10.1109/INFVIS.1999.801866,james j. thomas,3,Last,25,3
InfoVis,1999,10.1109/INFVIS.1999.801867,ming c. hao,1,First,6,1
InfoVis,1999,10.1109/INFVIS.1999.801867,umeshwar dayal,2,Middle,22,1
InfoVis,1999,10.1109/INFVIS.1999.801867,meichun hsu,3,Middle,17,1
InfoVis,1999,10.1109/INFVIS.1999.801867,jim baker,4,Middle,5,1
InfoVis,1999,10.1109/INFVIS.1999.801867,bob deletto,5,Last,1,1
InfoVis,1999,10.1109/INFVIS.1999.801868,stuart j. rose,1,First,1,1
InfoVis,1999,10.1109/INFVIS.1999.801869,tamara munzner,1,First,6,3
InfoVis,1999,10.1109/INFVIS.1999.801869,françois guimbretière,2,Middle,1,1
InfoVis,1999,10.1109/INFVIS.1999.801869,george g. robertson,3,Last,28,1
Vis,1999,10.1109/VIS.1999.10000,daniel cohen-or,1,First,11,4
Vis,1999,10.1109/VIS.1999.10000,david levin,2,Middle,13,2
Vis,1999,10.1109/VIS.1999.10000,offir remez,3,Last,1,1
Vis,1999,10.1109/VISUAL.1999.809863,bjørn heckel,1,First,4,1
Vis,1999,10.1109/VISUAL.1999.809863,gunther h. weber,2,Middle,1,1
Vis,1999,10.1109/VISUAL.1999.809863,bernd hamann,3,Middle,10,7
Vis,1999,10.1109/VISUAL.1999.809863,kenneth i. joy,4,Last,14,3
Vis,1999,10.1109/VISUAL.1999.809864,patrick j. moran,1,First,6,2
Vis,1999,10.1109/VISUAL.1999.809864,chris henze,2,Last,2,2
Vis,1999,10.1109/VISUAL.1999.809865,alexandru telea,1,First,3,1
Vis,1999,10.1109/VISUAL.1999.809865,jarke j. van wijk,2,Last,17,11
Vis,1999,10.1109/VISUAL.1999.809866,ying-huey fua,1,First,1,2
Vis,1999,10.1109/VISUAL.1999.809866,matthew o. ward,2,Middle,18,6
Vis,1999,10.1109/VISUAL.1999.809866,elke a. rundensteiner,3,Last,12,2
Vis,1999,10.1109/VISUAL.1999.809868,stefan gumhold,1,First,2,1
Vis,1999,10.1109/VISUAL.1999.809868,stefan guthe,2,Middle,1,1
Vis,1999,10.1109/VISUAL.1999.809868,wolfgang straßer,3,Last,28,3
Vis,1999,10.1109/VISUAL.1999.809869,hugues hoppe,1,First,8,2
Vis,1999,10.1109/VISUAL.1999.809870,andré guéziec,1,First,8,2
Vis,1999,10.1109/VISUAL.1999.809870,frank bossen,2,Middle,4,1
Vis,1999,10.1109/VISUAL.1999.809870,gabriel taubin,3,Middle,12,2
Vis,1999,10.1109/VISUAL.1999.809870,cláudio t. silva,4,Last,6,7
Vis,1999,10.1109/VISUAL.1999.809871,kwan-liu ma,1,First,10,6
Vis,1999,10.1109/VISUAL.1999.809872,baoquan chen,1,First,3,2
Vis,1999,10.1109/VISUAL.1999.809872,frank dachille,2,Middle,2,1
Vis,1999,10.1109/VISUAL.1999.809872,arie e. kaufman,3,Last,24,20
Vis,1999,10.1109/VISUAL.1999.809873,nivedita sahasrabudhe,1,First,1,1
Vis,1999,10.1109/VISUAL.1999.809873,john e. west,2,Middle,7,1
Vis,1999,10.1109/VISUAL.1999.809873,raghu machiraju,3,Middle,7,3
Vis,1999,10.1109/VISUAL.1999.809873,mark janus,4,Last,1,1
Vis,1999,10.1109/VISUAL.1999.809874,rajesh batra,1,First,2,2
Vis,1999,10.1109/VISUAL.1999.809874,lambertus hesselink,2,Last,11,8
Vis,1999,10.1109/VISUAL.1999.809875,james t. klosowski,1,First,4,1
Vis,1999,10.1109/VISUAL.1999.809875,cláudio t. silva,2,Last,6,8
Vis,1999,10.1109/VISUAL.1999.809876,enrico gobbetti,1,First,8,2
Vis,1999,10.1109/VISUAL.1999.809876,eric bouvier,2,Last,3,1
Vis,1999,10.1109/VISUAL.1999.809877,jihad el-sana,1,First,3,2
Vis,1999,10.1109/VISUAL.1999.809877,elvir azanli,2,Middle,1,1
Vis,1999,10.1109/VISUAL.1999.809877,amitabh varshney,3,Last,8,7
Vis,1999,10.1109/VISUAL.1999.809878,klaus engel,1,First,2,1
Vis,1999,10.1109/VISUAL.1999.809878,rüdiger westermann,2,Middle,8,3
Vis,1999,10.1109/VISUAL.1999.809878,thomas ertl,3,Last,11,5
Vis,1999,10.1109/VISUAL.1999.809879,philip m. sutton,1,First,1,1
Vis,1999,10.1109/VISUAL.1999.809879,charles d. hansen,2,Last,13,6
Vis,1999,10.1109/VISUAL.1999.809882,chris shaw 0002,1,First,34,2
Vis,1999,10.1109/VISUAL.1999.809882,james a. hall,2,Middle,1,1
Vis,1999,10.1109/VISUAL.1999.809882,david s. ebert,3,Middle,10,4
Vis,1999,10.1109/VISUAL.1999.809882,d. aaron roberts,4,Last,4,1
Vis,1999,10.1109/VISUAL.1999.809883,ramesh raskar,1,First,2,1
Vis,1999,10.1109/VISUAL.1999.809883,michael s. brown,2,Middle,2,1
Vis,1999,10.1109/VISUAL.1999.809883,ruigang yang,3,Middle,2,1
Vis,1999,10.1109/VISUAL.1999.809883,wei-chao chen,4,Middle,4,1
Vis,1999,10.1109/VISUAL.1999.809883,greg welch,5,Middle,3,1
